symbol,GeneID_dog,name_dog,GeneID_human,name_human
MEF2B,609739.0,myocyte enhancer factor 2B,100271849,myocyte enhancer factor 2B
UBA52,403722.0,ubiquitin A-52 residue ribosomal protein fusion product 1,7311,ubiquitin A-52 residue ribosomal protein fusion product 1
PPIAP5,609903.0,peptidylprolyl isomerase (cyclophilin A) pseudogene 5,122842,peptidylprolyl isomerase A pseudogene 5
LSM4,609922.0,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",25804,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
INSL3,403436.0,insulin like 3,3640,insulin like 3
FAM32A,480644.0,family with sequence similarity 32 member A,26017,family with sequence similarity 32 member A
RAB8A,403773.0,"RAB8A, member RAS oncogene family",4218,"RAB8A, member RAS oncogene family"
AKAP8,474362.0,A-kinase anchoring protein 8,10270,A-kinase anchoring protein 8
SLC1A6,403749.0,solute carrier family 1 member 6,6511,solute carrier family 1 member 6
ADGRE2,610750.0,adhesion G protein-coupled receptor E2,30817,adhesion G protein-coupled receptor E2
ADGRE3,484900.0,adhesion G protein-coupled receptor E3,84658,adhesion G protein-coupled receptor E3
ADGRE5,484904.0,adhesion G protein-coupled receptor E5,976,adhesion G protein-coupled receptor E5
PRKACA,403556.0,protein kinase cAMP-activated catalytic subunit alpha,5566,protein kinase cAMP-activated catalytic subunit alpha
PRKACA,403556.0,protein kinase cAMP-activated catalytic subunit alpha,5566,protein kinase cAMP-activated catalytic subunit alpha
MIR1199,104794358.0,microRNA 1199,102466515,microRNA 1199
MIR1199,104794358.0,microRNA 1199,102466515,microRNA 1199
MIR181D,100885895.0,microRNA 181d,574457,microRNA 181d
MIR181D,100885895.0,microRNA 181d,574457,microRNA 181d
MIR181C,100885894.0,microRNA 181c,406957,microRNA 181c
MIR181C,100885894.0,microRNA 181c,406957,microRNA 181c
MIR23A,100886183.0,microRNA 23a,407010,microRNA 23a
MIR23A,100886183.0,microRNA 23a,407010,microRNA 23a
MIR27A,100885897.0,microRNA 27a,407018,microRNA 27a
MIR27A,100885897.0,microRNA 27a,407018,microRNA 27a
MIR24-2,100885898.0,microRNA 24-2,407013,microRNA 24-2
MIR24-2,100885898.0,microRNA 24-2,407013,microRNA 24-2
RTBDN,476698.0,retbindin,83546,retbindin
ACP5,476705.0,"acid phosphatase 5, tartrate resistant",54,"acid phosphatase 5, tartrate resistant"
EPOR,484943.0,erythropoietin receptor,2057,erythropoietin receptor
ICAM1,403975.0,intercellular adhesion molecule 1,3383,intercellular adhesion molecule 1
P2RY11,100533479.0,purinergic receptor P2Y11,5032,purinergic receptor P2Y11
PPAN,100533478.0,peter pan homolog (Drosophila),56342,peter pan homolog
STXBP2,403880.0,syntaxin binding protein 2,6813,syntaxin binding protein 2
CD209,485000.0,CD209 molecule,30835,CD209 molecule
CTXN1,611574.0,cortexin 1,404217,cortexin 1
CCL25,448798.0,C-C motif chemokine ligand 25,6370,C-C motif chemokine ligand 25
ADAMTS10,611267.0,ADAM metallopeptidase with thrombospondin type 1 motif 10,81794,ADAM metallopeptidase with thrombospondin type 1 motif 10
ADGRE1,485015.0,adhesion G protein-coupled receptor E1,2015,adhesion G protein-coupled receptor E1
TNFSF14,611306.0,TNF superfamily member 14,8740,TNF superfamily member 14
CAPS,403965.0,calcyphosine,828,calcyphosine
CAPS,403965.0,calcyphosine,828,calcyphosine
FUT5,449024.0,"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)",2527,fucosyltransferase 5
FUT5,449024.0,"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)",2527,fucosyltransferase 5
MIR7-3,100886063.0,microRNA 7-3,407045,microRNA 7-3
MAP2K2,611939.0,mitogen-activated protein kinase kinase 2,5605,mitogen-activated protein kinase kinase 2
TJP3,403852.0,tight junction protein 3,27134,tight junction protein 3
NCLN,485062.0,nicalin,56926,nicalin
SGTA,485067.0,small glutamine rich tetratricopeptide repeat containing alpha,6449,small glutamine rich tetratricopeptide repeat co-chaperone alpha
LSM7,612170.0,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",51690,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated"
OAZ1,476749.0,ornithine decarboxylase antizyme 1,4946,ornithine decarboxylase antizyme 1
AMH,485072.0,anti-Mullerian hormone,268,anti-Mullerian hormone
KISS1R,612374.0,KISS1 receptor,84634,KISS1 receptor
ELANE,442980.0,"elastase, neutrophil expressed",1991,"elastase, neutrophil expressed"
ELANE,442980.0,"elastase, neutrophil expressed",1991,"elastase, neutrophil expressed"
MADCAM1,485103.0,mucosal vascular addressin cell adhesion molecule 1,8174,mucosal vascular addressin cell adhesion molecule 1
PGR,403621.0,progesterone receptor,5241,progesterone receptor
GPR83,403699.0,G protein-coupled receptor 83,10888,G protein-coupled receptor 83
FOLH1,476775.0,folate hydrolase (prostate-specific membrane antigen) 1,2346,folate hydrolase 1
TYR,403405.0,tyrosinase,7299,tyrosinase
CTSC,403458.0,cathepsin C,1075,cathepsin C
MIR708,100885899.0,microRNA 708,100126333,microRNA 708
CLNS1A,403971.0,chloride nucleotide-sensitive channel 1A,1207,chloride nucleotide-sensitive channel 1A
SERPINH1,485187.0,serpin family H member 1,871,serpin family H member 1
RPS3,476804.0,ribosomal protein S3,6188,ribosomal protein S3
MIR326,100886013.0,microRNA 326,442900,microRNA 326
SPCS2,404016.0,signal peptidase complex subunit 2,9789,signal peptidase complex subunit 2
UCP3,403575.0,uncoupling protein 3,7352,uncoupling protein 3
UCP2,403576.0,uncoupling protein 2,7351,uncoupling protein 2
MIR139,100885900.0,microRNA 139,406931,microRNA 139
LRTOMT,485212.0,leucine rich transmembrane and O-methyltransferase domain containing,220074,leucine rich transmembrane and O-methyltransferase domain containing
IL18BP,476818.0,interleukin 18 binding protein,10068,interleukin 18 binding protein
TRIM6,100568301.0,tripartite motif containing 6,117854,tripartite motif containing 6
TRIM34,100568302.0,tripartite motif containing 34,53840,tripartite motif containing 34
TPP1,485337.0,tripeptidyl peptidase 1,1200,tripeptidyl peptidase 1
OR2D3,485357.0,cOR13N5 olfactory receptor family 13 subfamily N-like,120775,olfactory receptor family 2 subfamily D member 3
RPL27A,611398.0,ribosomal protein L27a,6157,ribosomal protein L27a
ADM,403817.0,adrenomedullin,133,adrenomedullin
RNF141,476852.0,ring finger protein 141,50862,ring finger protein 141
ZBED5,612956.0,zinc finger BED-type containing 5,58486,zinc finger BED-type containing 5
DKK3,476857.0,dickkopf WNT signaling pathway inhibitor 3,27122,dickkopf WNT signaling pathway inhibitor 3
PTH,403986.0,parathyroid hormone,5741,parathyroid hormone
CALCB,403415.0,calcitonin-related polypeptide beta,797,calcitonin related polypeptide beta
CALCA,403946.0,calcitonin related polypeptide alpha,796,calcitonin related polypeptide alpha
KCNC1,403705.0,potassium voltage-gated channel subfamily C member 1,3746,potassium voltage-gated channel subfamily C member 1
TPH1,611956.0,tryptophan hydroxylase 1,7166,tryptophan hydroxylase 1
SAA1,751814.0,serum amyloid A1,6288,serum amyloid A1
SAA1,751814.0,serum amyloid A1,6288,serum amyloid A1
SAA1,403585.0,serum amyloid A1,6288,serum amyloid A1
SAA1,403585.0,serum amyloid A1,6288,serum amyloid A1
LDHC,476883.0,lactate dehydrogenase C,3948,lactate dehydrogenase C
LDHC,476883.0,lactate dehydrogenase C,3948,lactate dehydrogenase C
ANO5,485416.0,anoctamin 5,203859,anoctamin 5
SLC17A6,100316859.0,solute carrier family 17 member 6,57084,solute carrier family 17 member 6
SVIP,100500800.0,small VCP interacting protein,258010,small VCP interacting protein
CCDC179,476890.0,coiled-coil domain containing 179,100500938,coiled-coil domain containing 179
BDNF,403461.0,brain derived neurotrophic factor,627,brain derived neurotrophic factor
MS4A2,403799.0,membrane spanning 4-domains A2,2206,membrane spanning 4-domains A2
MS4A1,485430.0,"membrane-spanning 4-domains, subfamily A, member 1",931,membrane spanning 4-domains A1
ATP7B,476903.0,ATPase copper transporting beta,540,ATPase copper transporting beta
MIR15A,100886122.0,microRNA 15a,406948,microRNA 15a
MIR16-1,100886081.0,microRNA 16-1,406950,microRNA 16-1
MLNR,608252.0,motilin receptor,2862,motilin receptor
HTR2A,403882.0,5-hydroxytryptamine receptor 2A,3356,5-hydroxytryptamine receptor 2A
MIR759,100886037.0,microRNA 759,100313778,microRNA 759
CLN5,485498.0,"CLN5, intracellular trafficking protein",1203,CLN5 intracellular trafficking protein
EDNRB,403862.0,endothelin receptor type B,1910,endothelin receptor type B
MIR17,100885902.0,microRNA 17,406952,microRNA 17
MIR18A,100886062.0,microRNA 18a,406953,microRNA 18a
MIR19A,100886105.0,microRNA 19a,406979,microRNA 19a
MIR20A,100885903.0,microRNA 20a,406982,microRNA 20a
DCT,485520.0,dopachrome tautomerase,1638,dopachrome tautomerase
ABCC4,485523.0,ATP binding cassette subfamily C member 4,10257,ATP binding cassette subfamily C member 4 (PEL blood group)
DZIP1,476964.0,DAZ interacting zinc finger protein 1,22873,DAZ interacting zinc finger protein 1
SLC15A1,403561.0,solute carrier family 15 member 1,6564,solute carrier family 15 member 1
BIVM,485539.0,"basic, immunoglobulin-like variable motif containing",54841,"basic, immunoglobulin-like variable motif containing"
SLC10A2,403448.0,solute carrier family 10 member 2,6555,solute carrier family 10 member 2
EFNB2,611745.0,ephrin B2,1948,ephrin B2
TNFSF13B,485545.0,TNF superfamily member 13b,10673,TNF superfamily member 13b
F7,607661.0,coagulation factor VII (serum prothrombin conversion accelerator),2155,coagulation factor VII
ATP4B,404020.0,ATPase H+/K+ transporting beta subunit,496,ATPase H+/K+ transporting subunit beta
ATP4B,404020.0,ATPase H+/K+ transporting beta subunit,496,ATPase H+/K+ transporting subunit beta
GLB1,403873.0,galactosidase beta 1,2720,galactosidase beta 1
CCR4,403541.0,C-C motif chemokine receptor 4,1233,C-C motif chemokine receptor 4
MIR128-2,100885906.0,microRNA 128-2,406916,microRNA 128-2
SCN5A,403497.0,sodium voltage-gated channel alpha subunit 5,6331,sodium voltage-gated channel alpha subunit 5
SCN10A,477026.0,sodium voltage-gated channel alpha subunit 10,6336,sodium voltage-gated channel alpha subunit 10
CX3CR1,485599.0,C-X3-C motif chemokine receptor 1,1524,C-X3-C motif chemokine receptor 1
RPSA,477029.0,ribosomal protein SA,3921,ribosomal protein SA
RPL14,477031.0,ribosomal protein L14,9045,ribosomal protein L14
CTNNB1,477032.0,catenin beta 1,1499,catenin beta 1
POMGNT2,485621.0,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",84892,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
RPL15,477046.0,ribosomal protein L15,6138,ribosomal protein L15
RAB5A,404008.0,"RAB5A, member RAS oncogene family",5868,"RAB5A, member RAS oncogene family"
SLCO2A1,485668.0,solute carrier organic anion transporter family member 2A1,6578,solute carrier organic anion transporter family member 2A1
CPB1,403512.0,carboxypeptidase B1,1360,carboxypeptidase B1
SELENOT,477113.0,selenoprotein T,51714,selenoprotein T
P2RY12,442958.0,purinergic receptor P2Y12,64805,purinergic receptor P2Y12
P2RY1,449621.0,purinergic receptor P2Y1,5028,purinergic receptor P2Y1
MME,477120.0,membrane metalloendopeptidase,4311,membrane metalloendopeptidase
GMPS,477123.0,guanine monophosphate synthase,8833,guanine monophosphate synthase
THBD,474355.0,thrombomodulin,7056,thrombomodulin
RRBP1,403809.0,ribosome binding protein 1,6238,ribosome binding protein 1
SNRPB2,477148.0,small nuclear ribonucleoprotein polypeptide B2,6629,small nuclear ribonucleoprotein polypeptide B2
SLC23A2,403490.0,solute carrier family 23 member 2,9962,solute carrier family 23 member 2
PRNP,485783.0,prion protein,5621,prion protein (Kanno blood group)
MAVS,485789.0,mitochondrial antiviral signaling protein,57506,mitochondrial antiviral signaling protein
AVP,403579.0,arginine vasopressin,551,arginine vasopressin
FKBP1A,100686033.0,FK506 binding protein 1A,2280,FKBP prolyl isomerase 1A
DEFB132,100683082.0,defensin beta 132,400830,defensin beta 132
DEFB129,100683229.0,defensin beta 129,140881,defensin beta 129
DEFB128,100683301.0,defensin beta 128,245939,defensin beta 128
DEFB127,100135060.0,defensin beta 127,140850,defensin beta 127
DEFB126,100683529.0,defensin beta 126,81623,defensin beta 126
DEFB116,100683674.0,defensin beta 116,245930,defensin beta 116
DEFB118,100683741.0,defensin beta 118,117285,defensin beta 118
DEFB119,100683811.0,"defensin, beta 119",245932,defensin beta 119
DEFB122,403504.0,beta-defensin 122,245935,defensin beta 122 (pseudogene)
DEFB124,100135058.0,defensin beta 124,245937,defensin beta 124
BCL2L1,403618.0,BCL2 like 1,598,BCL2 like 1
POFUT1,609881.0,protein O-fucosyltransferase 1,23509,protein O-fucosyltransferase 1
MAPRE1,100685707.0,microtubule associated protein RP/EB family member 1,22919,microtubule associated protein RP/EB family member 1
RALY,485845.0,RALY heterogeneous nuclear ribonucleoprotein,22913,RALY heterogeneous nuclear ribonucleoprotein
ASIP,492296.0,agouti signaling protein,434,agouti signaling protein
DYNLRB1,477200.0,dynein light chain roadblock-type 1,83658,dynein light chain roadblock-type 1
PROCR,485848.0,protein C receptor,10544,protein C receptor
CPNE1,477213.0,copine 1,8904,copine 1
RBM12,100329143.0,RNA binding motif protein 12,10137,RNA binding motif protein 12
MYL9,485856.0,myosin light chain 9,10398,myosin light chain 9
GHRH,485863.0,growth hormone releasing hormone,2691,growth hormone releasing hormone
GHRH,485863.0,growth hormone releasing hormone,2691,growth hormone releasing hormone
PI3,477241.0,peptidase inhibitor 3,5266,peptidase inhibitor 3
SLPI,100127207.0,secretory leukocyte peptidase inhibitor,6590,secretory leukocyte peptidase inhibitor
WFDC2,403919.0,WAP four-disulfide core domain 2,10406,WAP four-disulfide core domain 2
CTSA,611146.0,cathepsin A,5476,cathepsin A
MMP9,403885.0,matrix metallopeptidase 9,4318,matrix metallopeptidase 9
CD40,403469.0,CD40 molecule,958,CD40 molecule
AR,403588.0,androgen receptor,367,androgen receptor
SULF2,477254.0,sulfatase 2,55959,sulfatase 2
UBE2V1,100538347.0,ubiquitin conjugating enzyme E2 V1,7335,ubiquitin conjugating enzyme E2 V1
MC3R,485938.0,melanocortin 3 receptor,4159,melanocortin 3 receptor
BMP7,477270.0,bone morphogenetic protein 7,655,bone morphogenetic protein 7
PCK1,403560.0,phosphoenolpyruvate carboxykinase 1,5105,phosphoenolpyruvate carboxykinase 1
RAB22A,403864.0,"RAB22A, member RAS oncogene family",57403,"RAB22A, member RAS oncogene family"
GNAS,403943.0,GNAS complex locus,2778,GNAS complex locus
EDN3,403406.0,endothelin 3,1908,endothelin 3
MIR1-1,100885907.0,microRNA 1-1,406904,microRNA 1-1
COL9A3,612430.0,collagen type IX alpha 3 chain,1299,collagen type IX alpha 3 chain
MIR124-3,100886124.0,microRNA 124-3,406909,microRNA 124-3
BRCA2,474180.0,"BRCA2, DNA repair associated",675,BRCA2 DNA repair associated
RXFP2,450220.0,relaxin/insulin like family peptide receptor 2,122042,relaxin family peptide receptor 2
HMGB1,403170.0,high mobility group box 1,3146,high mobility group box 1
SLC7A1,486022.0,solute carrier family 7 member 1,6541,solute carrier family 7 member 1
FLT3,486025.0,fms related tyrosine kinase 3,2322,fms related receptor tyrosine kinase 3
PDX1,493994.0,pancreatic and duodenal homeobox 1,3651,pancreatic and duodenal homeobox 1
RPL21,607633.0,ribosomal protein L21,6144,ribosomal protein L21
SGCG,486043.0,sarcoglycan gamma,6445,sarcoglycan gamma
SAP18,609404.0,Sin3A associated protein 18,10284,Sin3A associated protein 18
GJB2,403570.0,gap junction protein beta 2,2706,gap junction protein beta 2
MPHOSPH8,100271920.0,M-phase phosphoprotein 8,54737,M-phase phosphoprotein 8
PARP4,477348.0,poly(ADP-ribose) polymerase family member 4,143,poly(ADP-ribose) polymerase family member 4
CLCN3,477354.0,chloride voltage-gated channel 3,1182,chloride voltage-gated channel 3
HPGD,486073.0,15-hydroxyprostaglandin dehydrogenase,3248,15-hydroxyprostaglandin dehydrogenase
GATA4,486079.0,GATA binding protein 4,2626,GATA binding protein 4
GATA4,486079.0,GATA binding protein 4,2626,GATA binding protein 4
MIR124-1,100885908.0,microRNA 124-1,406907,microRNA 124-1
MIR124-1,100885908.0,microRNA 124-1,406907,microRNA 124-1
CLU,442971.0,clusterin,1191,clusterin
ADRA1A,403866.0,adrenoceptor alpha 1A,148,adrenoceptor alpha 1A
COL4A4,403841.0,collagen type IV alpha 4 chain,1286,collagen type IV alpha 4 chain
CCL20,448790.0,C-C motif chemokine ligand 20,6364,C-C motif chemokine ligand 20
HTR2B,403881.0,5-hydroxytryptamine receptor 2B,3357,5-hydroxytryptamine receptor 2B
PTMA,610128.0,"prothymosin, alpha",5757,prothymosin alpha
PDE6D,403781.0,phosphodiesterase 6D,5147,phosphodiesterase 6D
EIF4E2,610238.0,eukaryotic translation initiation factor 4E family member 2,9470,eukaryotic translation initiation factor 4E family member 2
SAG,403906.0,S-antigen visual arrestin,6295,S-antigen visual arrestin
SAG,403906.0,S-antigen visual arrestin,6295,S-antigen visual arrestin
UGT1A6,403629.0,"UDP glucuronosyltransferase 1 family, polypeptide A6",54578,UDP glucuronosyltransferase family 1 member A6
TRPM8,486170.0,transient receptor potential cation channel subfamily M member 8,79054,transient receptor potential cation channel subfamily M member 8
ACKR3,403964.0,atypical chemokine receptor 3,57007,atypical chemokine receptor 3
COL6A3,403582.0,collagen type VI alpha 3 chain,1293,collagen type VI alpha 3 chain
MLPH,607077.0,melanophilin,79083,melanophilin
COPS9,100682558.0,COP9 signalosome subunit 9,150678,COP9 signalosome subunit 9
MIR149,100886007.0,microRNA 149,406941,microRNA 149
KIF1A,486202.0,kinesin family member 1A,547,kinesin family member 1A
STK25,403531.0,serine/threonine kinase 25,10494,serine/threonine kinase 25
PDCD1,486213.0,programmed cell death 1,5133,programmed cell death 1
PDCD1,486213.0,programmed cell death 1,5133,programmed cell death 1
RAN,100499482.0,"RAN, member RAS oncogene family",5901,"RAN, member RAS oncogene family"
TMEM132C,403528.0,transmembrane protein 132C,92293,transmembrane protein 132C
CDK2AP1,477452.0,cyclin dependent kinase 2 associated protein 1,8099,cyclin dependent kinase 2 associated protein 1
HCAR1,486252.0,hydroxycarboxylic acid receptor 1,27198,hydroxycarboxylic acid receptor 1
DIABLO,477463.0,diablo IAP-binding mitochondrial protein,56616,diablo IAP-binding mitochondrial protein
IL31,100302725.0,interleukin 31,386653,interleukin 31
P2RX7,448778.0,purinergic receptor P2X 7,5027,purinergic receptor P2X 7
ATP2A2,403878.0,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,488,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
VPS29,477477.0,"VPS29, retromer complex component",51699,VPS29 retromer complex component
PPP1CC,403557.0,protein phosphatase 1 catalytic subunit gamma,5501,protein phosphatase 1 catalytic subunit gamma
MYL2,403614.0,myosin light chain 2,4633,myosin light chain 2
OAS1,608778.0,2'-5'-oligoadenylate synthetase 1,4938,2'-5'-oligoadenylate synthetase 1
OAS3,477490.0,2'-5'-oligoadenylate synthetase 3,4940,2'-5'-oligoadenylate synthetase 3
OAS2,611051.0,2'-5'-oligoadenylate synthetase 2,4939,2'-5'-oligoadenylate synthetase 2
NOS1,477498.0,nitric oxide synthase 1,4842,nitric oxide synthase 1
PEBP1,477501.0,phosphatidylethanolamine binding protein 1,5037,phosphatidylethanolamine binding protein 1
HSPB8,403553.0,heat shock protein family B (small) member 8,26353,heat shock protein family B (small) member 8
RPLP0,609159.0,ribosomal protein lateral stalk subunit P0,6175,ribosomal protein lateral stalk subunit P0
PLA2G1B,404011.0,phospholipase A2 group IB,5319,phospholipase A2 group IB
OASL,100685232.0,2'-5'-oligoadenylate synthetase like,8638,2'-5'-oligoadenylate synthetase like
OASL,477518.0,oligoadenylate synthetase-like 2,8638,2'-5'-oligoadenylate synthetase like
TRPV4,486308.0,transient receptor potential cation channel subfamily V member 4,59341,transient receptor potential cation channel subfamily V member 4
SELPLG,611673.0,selectin P ligand,6404,selectin P ligand
CRYBB2,486326.0,"crystallin, beta B2",1415,crystallin beta B2
TFIP11,477530.0,tuftelin interacting protein 11,24144,tuftelin interacting protein 11
CRYBA4,486334.0,crystallin beta A4,1413,crystallin beta A4
EWSR1,609786.0,EWS RNA binding protein 1,2130,EWS RNA binding protein 1
NEFH,442940.0,neurofilament heavy,4744,neurofilament heavy chain
LIF,403449.0,"LIF, interleukin 6 family cytokine",3976,LIF interleukin 6 family cytokine
GAL3ST1,611960.0,galactose-3-O-sulfotransferase 1,9514,galactose-3-O-sulfotransferase 1
SELENOM,611981.0,selenoprotein M,140606,selenoprotein M
SLC5A1,492299.0,solute carrier family 5 member 1,6523,solute carrier family 5 member 1
SPECC1L,486397.0,sperm antigen with calponin homology and coiled-coil domains 1 like,23384,sperm antigen with calponin homology and coiled-coil domains 1 like
ADORA2A,403960.0,adenosine A2a receptor,135,adenosine A2a receptor
MMP11,486408.0,matrix metallopeptidase 11,4320,matrix metallopeptidase 11
MMP11,486408.0,matrix metallopeptidase 11,4320,matrix metallopeptidase 11
ZDHHC8,486415.0,zinc finger DHHC-type containing 8,29801,zinc finger DHHC-type palmitoyltransferase 8
MIR1306,100886125.0,microRNA 1306,100302197,microRNA 1306
MIR185,100885910.0,microRNA 185,406961,microRNA 185
COMT,445450.0,catechol-O-methyltransferase,1312,catechol-O-methyltransferase
MIR301B,100885990.0,microRNA 301b,100126318,microRNA 301b
MIR130B,100886173.0,microRNA 130b,406920,microRNA 130b
MAPK1,477575.0,mitogen-activated protein kinase 1,5594,mitogen-activated protein kinase 1
PTEN,403832.0,phosphatase and tensin homolog,5728,phosphatase and tensin homolog
PTEN,403832.0,phosphatase and tensin homolog,5728,phosphatase and tensin homolog
LIPF,403867.0,"lipase F, gastric type",8513,"lipase F, gastric type"
CH25H,100856263.0,cholesterol 25-hydroxylase,9023,cholesterol 25-hydroxylase
OR6C74,486479.0,"olfactory receptor, family 6, subfamily C, member 74",254783,olfactory receptor family 6 subfamily C member 74
PPP1R1A,100855706.0,protein phosphatase 1 regulatory inhibitor subunit 1A,5502,protein phosphatase 1 regulatory inhibitor subunit 1A
MIR148B,100885911.0,microRNA 148b,442892,microRNA 148b
MIR615,100886165.0,microRNA 615,693200,microRNA 615
HOTAIR,100686390.0,HOX transcript antisense RNA,100124700,HOX transcript antisense RNA
PFDN5,607260.0,prefoldin subunit 5,5204,prefoldin subunit 5
PFDN5,607260.0,prefoldin subunit 5,5204,prefoldin subunit 5
KRT18,477601.0,keratin 18,3875,keratin 18
KRT8,486513.0,keratin 8,3856,keratin 8
KRT79,486515.0,keratin 79,338785,keratin 79
KRT4,100682832.0,keratin 4,3851,keratin 4
KRT3,100683401.0,keratin 3,3850,keratin 3
KRT76,486518.0,keratin 76,51350,keratin 76
KRT1,444857.0,keratin 1,3848,keratin 1
KRT2,444850.0,keratin 2,3849,keratin 2
KRT73,608027.0,keratin 73,319101,keratin 73
KRT71,486522.0,keratin 71,112802,keratin 71
KRT5,100687760.0,keratin 5,3852,keratin 5
KRT85,486527.0,keratin 85,3891,keratin 85
NR4A1,403897.0,nuclear receptor subfamily 4 group A member 1,3164,nuclear receptor subfamily 4 group A member 1
CELA1,403515.0,chymotrypsin like elastase family member 1,1990,chymotrypsin like elastase 1
AQP2,486552.0,aquaporin 2,359,aquaporin 2
TMBIM6,477614.0,transmembrane BAX inhibitor motif containing 6,7009,transmembrane BAX inhibitor motif containing 6
ADCY6,477625.0,adenylate cyclase 6,112,adenylate cyclase 6
LALBA,403730.0,lactalbumin alpha,3906,lactalbumin alpha
PFKM,403849.0,"phosphofructokinase, muscle",5213,"phosphofructokinase, muscle"
COL2A1,403826.0,collagen type II alpha 1 chain,1280,collagen type II alpha 1 chain
RAPGEF3,486591.0,Rap guanine nucleotide exchange factor 3,10411,Rap guanine nucleotide exchange factor 3
PTHLH,403987.0,parathyroid hormone like hormone,5744,parathyroid hormone like hormone
MRPS35,477660.0,mitochondrial ribosomal protein S35,60488,mitochondrial ribosomal protein S35
PPFIBP1,486623.0,PPFIA binding protein 1,8496,PPFIA binding protein 1
STK38L,477663.0,serine/threonine kinase 38 like,23012,serine/threonine kinase 38 like
MED21,477664.0,mediator complex subunit 21,9412,mediator complex subunit 21
FGFR1OP2,486626.0,FGFR1 oncogene partner 2,26127,FGFR1 oncogene partner 2
INTS13,486627.0,integrator complex subunit 13,55726,integrator complex subunit 13
BHLHE41,403457.0,basic helix-loop-helix family member e41,79365,basic helix-loop-helix family member e41
LDHB,477675.0,lactate dehydrogenase B,3945,lactate dehydrogenase B
IAPP,403909.0,islet amyloid polypeptide,3375,islet amyloid polypeptide
SLCO1B3,403519.0,solute carrier organic anion transporter family member 1B3,28234,solute carrier organic anion transporter family member 1B3
GRIN2B,494009.0,glutamate ionotropic receptor NMDA type subunit 2B,2904,glutamate ionotropic receptor NMDA type subunit 2B
CDKN1B,403429.0,cyclin dependent kinase inhibitor 1B,1027,cyclin dependent kinase inhibitor 1B
TAS2R42,100271731.0,"taste receptor, type 2, member 42",353164,taste 2 receptor member 42
TAS2R42,100271731.0,"taste receptor, type 2, member 42",353164,taste 2 receptor member 42
TAS2R10,100271734.0,taste 2 receptor member 10,50839,taste 2 receptor member 10
TAS2R10,100271734.0,taste 2 receptor member 10,50839,taste 2 receptor member 10
TAS2R10,100271734.0,taste 2 receptor member 10,50839,taste 2 receptor member 10
TAS2R7,100271739.0,taste 2 receptor member 7,50837,taste 2 receptor member 7
TAS2R7,100271739.0,taste 2 receptor member 7,50837,taste 2 receptor member 7
TAS2R7,100271739.0,taste 2 receptor member 7,50837,taste 2 receptor member 7
YBX3,403728.0,Y-box binding protein 3,8531,Y-box binding protein 3
KLRD1,611360.0,killer cell lectin like receptor D1,3824,killer cell lectin like receptor D1
AICDA,442983.0,activation induced cytidine deaminase,57379,activation induced cytidine deaminase
SLC2A3,403997.0,solute carrier family 2 member 3,6515,solute carrier family 2 member 3
CD163,477704.0,CD163 molecule,9332,CD163 molecule
MIR141,100886097.0,microRNA 141,406933,microRNA 141
MIR200C,100885912.0,microRNA 200c,406985,microRNA 200c
TPI1,477711.0,triosephosphate isomerase 1,7167,triosephosphate isomerase 1
GNB3,403511.0,G protein subunit beta 3,2784,G protein subunit beta 3
CD4,403931.0,CD4 molecule,920,CD4 molecule
GAPDH,403755.0,glyceraldehyde-3-phosphate dehydrogenase,2597,glyceraldehyde-3-phosphate dehydrogenase
VWF,399544.0,von Willebrand factor,7450,von Willebrand factor
KCNA5,403995.0,potassium voltage-gated channel subfamily A member 5,3741,potassium voltage-gated channel subfamily A member 5
KCNA1,486732.0,potassium voltage-gated channel subfamily A member 1,3736,potassium voltage-gated channel subfamily A member 1
SLC6A12,404013.0,solute carrier family 6 member 12,6539,solute carrier family 6 member 12
BID,100683675.0,BH3 interacting domain death agonist,637,BH3 interacting domain death agonist
ZFAND4,477752.0,zinc finger AN1-type containing 4,93550,zinc finger AN1-type containing 4
ALOX5,477753.0,arachidonate 5-lipoxygenase,240,arachidonate 5-lipoxygenase
ALOX5,477753.0,arachidonate 5-lipoxygenase,240,arachidonate 5-lipoxygenase
CXCL12,449622.0,C-X-C motif chemokine ligand 12,6387,C-X-C motif chemokine ligand 12
RET,403494.0,ret proto-oncogene,5979,ret proto-oncogene
MIR107,100885913.0,microRNA 107,406901,microRNA 107
IDE,477768.0,insulin degrading enzyme,3416,insulin degrading enzyme
EXOC6,477771.0,exocyst complex component 6,54536,exocyst complex component 6
FFAR4,477774.0,free fatty acid receptor 4,338557,free fatty acid receptor 4
PLCE1,486808.0,phospholipase C epsilon 1,51196,phospholipase C epsilon 1
CYP2C18,415122.0,cytochrome P450 2C21,1562,cytochrome P450 family 2 subfamily C member 18
